species.ID,subclass,superorder,order,family,genus,species,IUCN_Scientific_name,Recent.taxonomic.revisions,size.at.mat,max.size,pup.size,length.weight.a,length.weight.b,habitat,IUCN.habitat,mindepth_m,maxdepth_m,mediandepth_m,depthrange_m,min.lat,max.lat,lat.range,area,age.mat,max.age,k,parity.mode,embryo.trophic.mode,repro.coarse,mode,breeding.interval,development,litter.size,median.ED,Red.List.status.new,Data.type,Species.authorship
Heterodontus_zebra,sharks,Galeomorphs,Heterodontiformes,Heterodontidae,Heterodontus,Heterodontus_zebra,Heterodontus zebra,,75,122,15,0.00389,3.12,Shelf,Coastal and Continental,50,200,125,150,-21.11947326,42.23533249,63.35480575,4199480,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,49.0710193,LC,molecular,Gray 1831 
Alopias_pelagicus,sharks,Galeomorphs,Lamniformes,Alopiidae,Alopias,Alopias_pelagicus,Alopias pelagicus,,287,365.2,145,0.0159,2.613,Pelagic,Pelagic,1,152,76.5,151,-33.28018016,37.20434841,70.48452857,121058000,8.6,28.5,0.085,live-bearing,matrotroph,matrotrophic_lb,Oophagy,1,NA,2,61.29356156,VU,molecular,Nakamura 1935 
Alopias_superciliosus,sharks,Galeomorphs,Lamniformes,Alopiidae,Alopias,Alopias_superciliosus,Alopias superciliosus,,341.1,422,120,0.0188,2.519,Pelagic,Pelagic,1,723,362,722,-42.1690519,57.12478431,99.29383621,191352992,12.9,21,0.092,live-bearing,matrotroph,matrotrophic_lb,Oophagy,1,12,2,105.9317742,VU,molecular,Lowe 1841 
Alopias_vulpinus,sharks,Galeomorphs,Lamniformes,Alopiidae,Alopias,Alopias_vulpinus,Alopias vulpinus,,315,630,120,0.0188,2.519,Pelagic,Pelagic,1,366,183.5,365,-57.95270771,66.44777127,124.400479,264335008,4.65,18.5,0.141,live-bearing,matrotroph,matrotrophic_lb,Oophagy,1,12,4,60.60340015,VU,molecular,Bonnaterre 1788 
Cetorhinus_maximus,sharks,Galeomorphs,Lamniformes,Cetorhinidae,Cetorhinus,Cetorhinus_maximus,Cetorhinus maximus,,890,1276,175,0.01,3.04,Pelagic,Pelagic,1,2000,1000.5,1999,-57.86686631,73.31808196,131.1849483,134570000,18,50,0.062,live-bearing,matrotroph,matrotrophic_lb,Oophagy,3,24,6,98.77894846,VU,molecular,Gunnerus 1765 
Carcharodon_carcharias,sharks,Galeomorphs,Lamniformes,Lamnidae,Carcharodon,Carcharodon_carcharias,Carcharodon carcharias,,445,600,121.5,0.01,3.04,Shelf,Pelagic,1,1300,650.5,1299,-59.47553742,66.08294865,125.5584861,277804992,12.5,40,0.065,live-bearing,matrotroph,matrotrophic_lb,Oophagy,2,18,10,70.21617172,VU,molecular,Linnaeus 1758 
Isurus_oxyrinchus,sharks,Galeomorphs,Lamniformes,Lamnidae,Isurus,Isurus_oxyrinchus,Isurus oxyrinchus,,273,385,75,0.00646,3.03,Pelagic,Pelagic,1,500,250.5,499,-49.4644375,60.27072933,109.7351668,222564992,15,21,0.05,live-bearing,matrotroph,matrotrophic_lb,Oophagy,3,15,12.5,63.912425,VU,molecular,Rafinesque 1810 
Isurus_paucus,sharks,Galeomorphs,Lamniformes,Lamnidae,Isurus,Isurus_paucus,Isurus paucus,,245,426.5,110,0.00646,3.03,Pelagic,Pelagic,1,200,100.5,199,-38.47638165,46.72880915,85.20519079,185180992,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Oophagy,NA,NA,5,63.912425,VU,molecular,Guitart 1966 
Lamna_ditropis,sharks,Galeomorphs,Lamniformes,Lamnidae,Lamna,Lamna_ditropis,Lamna ditropis,,199.7,257.3,87.25,0.01047,3.03,Pelagic,Pelagic,1,650,325.5,649,29.01809169,66.3916626,37.37357091,23977600,7.5,20,0.17,live-bearing,matrotroph,matrotrophic_lb,Oophagy,1,9,4.5,65.21633001,LC,molecular,Hubbs & Follett 1947 
Lamna_nasus,sharks,Galeomorphs,Lamniformes,Lamnidae,Lamna,Lamna_nasus,Lamna nasus,,245.2,324.3,72.5,0.0148,2.964,Pelagic,Pelagic,1,370,NA,NA,-66.79981429,76.85404885,143.6538631,101209000,13,26,0.07,live-bearing,matrotroph,matrotrophic_lb,Oophagy,1,8.5,4,65.21633001,VU,molecular,Bonnaterre 1788 
Megachasma_pelagios,sharks,Galeomorphs,Lamniformes,Megachasmidae,Megachasma,Megachasma_pelagios,Megachasma pelagios,,525,NA,170,0.00011,3.68,Pelagic,Pelagic,5,166,85.5,161,-45.07779339,42.1948136,87.27260699,201282000,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Oophagy,NA,NA,NA,57.85147346,LC,molecular,"Taylor, Compagno & Struhsaker 1983 "
Mitsukurina_owstoni,sharks,Galeomorphs,Lamniformes,Mitsukurinidae,Mitsukurina,Mitsukurina_owstoni,Mitsukurina owstoni,,400,550,85,0.00389,3.12,Deep,Pelagic,30,1300,665,1270,-43.0694576,48.38200527,91.45146288,2212110,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Oophagy,NA,NA,NA,135.3702548,LC,molecular,Jordan 1898 
Carcharias_taurus,sharks,Galeomorphs,Lamniformes,Odontaspididae,Carcharias,Carcharias_taurus,Carcharias taurus,,221.7,316,100,0.0106,2.94,Shelf,Coastal and Continental,1,191,96,190,-48.44473688,45.79730606,94.24204294,10969900,6.9,12,0.136,live-bearing,matrotroph,matrotrophic_lb,Oophagy,2,10.5,2,107.6841217,VU,molecular,Rafinesque 1810 
Odontaspis_noronhai,sharks,Galeomorphs,Lamniformes,Odontaspididae,Odontaspis,Odontaspis_noronhai,Odontaspis noronhai,,326,427,NA,0.01096,3.03,Deep,Deep pelagic,35,1000,517.5,965,-35.51306441,40.04943559,75.5625,179615008,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Oophagy,NA,NA,NA,50.32669922,notTHR,molecular,Maul 1955 
Pseudocarcharias_kamoharai,sharks,Galeomorphs,Lamniformes,Pseudocarchariidae,Pseudocarcharias,Pseudocarcharias_kamoharai,Pseudocarcharias kamoharai,,92.5,122,41,0.00389,3.12,Pelagic,Pelagic,1,590,295.5,589,-35.37956441,40.95293559,76.3325,153980000,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Oophagy,NA,NA,4,57.15596908,NT,molecular,Matsubara 1936 
Brachaelurus_colcloughi,sharks,Galeomorphs,Orectolobiformes,Brachaeluridae,Brachaelurus,Brachaelurus_colcloughi,Brachaelurus colcloughi,,67,75.5,17.5,0.00389,3.12,Shelf,Coastal and Continental,5,100,52.5,95,-28.95833916,-19.75850489,9.199834272,154613,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,1,NA,7.5,96.05325943,VU,molecular,Ogilby 1908 
Brachaelurus_waddi,sharks,Galeomorphs,Orectolobiformes,Brachaeluridae,Brachaelurus,Brachaelurus_waddi,Brachaelurus waddi,,66,120,17,0.00389,3.12,Shelf,Coastal and Continental,1,140,70.5,139,-35.17706597,-27.57822519,7.598840787,85770.2969,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,1,7,7.5,96.05325943,LC,molecular,Bloch & Schneider 1801 
Ginglymostoma_cirratum,sharks,Galeomorphs,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,Ginglymostoma_cirratum,Ginglymostoma cirratum,,225,265,29,0.0106,2.892,Shelf,Coastal and Continental,1,130,65.5,129,-23.95445206,45.96644794,69.9209,5066920,17.5,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,6,35,53.65510339,THR,molecular,Bonnaterre 1788 
Nebrius_ferrugineus,sharks,Galeomorphs,Orectolobiformes,Ginglymostomatidae,Nebrius,Nebrius_ferrugineus,Nebrius ferrugineus,,230,320,50,0.00417,3.08,Shelf,Coastal and Continental,1,70,35.5,69,-34.29471757,35.68694306,69.98166063,12609200,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Oophagy,NA,4,26,53.18055387,VU,molecular,Lesson 1831 
Pseudoginglymostoma_brevicaudatum,sharks,Galeomorphs,Orectolobiformes,Ginglymostomatidae,Pseudoginglymostoma,Pseudoginglymostoma_brevicaudatum,Pseudoginglymostoma brevicaudatum,,62.5,70,NA,0.00417,3.08,Shelf,Coastal and Continental,1,100,50.5,99,-26.50825206,-0.871547331,25.63670473,585770,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,54.43775342,VU,molecular,GÙnther 1867 
Chiloscyllium_griseum,sharks,Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium,Chiloscyllium_griseum,Chiloscyllium griseum,,50,77,12,0.0145,2.731,Shelf,Coastal and Continental,5,80,42.5,75,-11.67039026,36.14687763,47.8172679,7158720,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,32.00726801,NT,molecular,MÙller & Henle 1838 
Chiloscyllium_hasseltii,sharks,Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium,Chiloscyllium_hasseltii,Chiloscyllium hasselti,,50,61,10.5,0.00355,3.14,Shelf,Coastal and Continental,1,12,6.5,11,-9.6966708,21.51132077,31.20799157,2070660,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,32.00726801,NT,molecular,Bleeker 1852 
Chiloscyllium_indicum,sharks,Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium,Chiloscyllium_indicum,Chiloscyllium indicum,,43,65,NA,0.00355,3.14,Shelf,Coastal and Continental,1,100,50.5,99,-18.66913598,38.28809649,56.95723247,6382860,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,42.8423457,NT,molecular,Gmelin 1789 
Chiloscyllium_plagiosum,sharks,Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium,Chiloscyllium_plagiosum,Chiloscyllium plagiosum,,57,95,9.8,0.00355,3.14,Shelf,Coastal and Continental,1,100,50.5,99,-26.61351289,34.79100037,61.40451326,5258730,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,4,26,42.96483266,NT,molecular,Anonymous [Bennett] 1830 
Chiloscyllium_punctatum,sharks,Galeomorphs,Orectolobiformes,Hemiscylliidae,Chiloscyllium,Chiloscyllium_punctatum,Chiloscyllium punctatum,,63,118,15,0.00355,3.14,Shelf,Coastal and Continental,1,85,43,84,-29.37777691,34.79100037,64.16877728,7363490,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,5,115,48.3669113,NT,molecular,MÙller & Henle 1838 
Hemiscyllium_ocellatum,sharks,Galeomorphs,Orectolobiformes,Hemiscylliidae,Hemiscyllium,Hemiscyllium_ocellatum,Hemiscyllium ocellatum,,62,100,15,0.00355,3.14,Shelf,Coastal and Continental,1,40,20.5,39,-33.94541622,1.006225314,34.95164153,2857420,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,2,4,4,28.38845109,LC,molecular,Bonnaterre 1788 
Eucrossorhinus_dasypogon,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Eucrossorhinus,Eucrossorhinus_dasypogon,Eucrossorhinus dasypogon,,117,125,20,0.00389,3.12,Shelf,Coastal and Continental,1,40,20.5,39,-26.59151808,0.832413497,27.42393158,1421200,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,NA,68.44927791,LC,molecular,Bleeker 1867 
Orectolobus_floridus,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_floridus,Orectolobus floridus,,69,NA,NA,0.00389,3.12,Shelf,Coastal and Continental,42,85,63.5,43,-35.4778913,-28.81219938,6.665691921,75801.5,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,NA,31.10060976,LC,molecular,Last & Chidlow 2008 
Orectolobus_halei,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_halei,Orectolobus halei,,NA,NA,NA,NA,NA,,,1,195,98,194,-39.8709751,NA,17.12711254,866562,NA,NA,NA,,,,,NA,NA,NA,28.07672242,,taxonomic*,Whitley 1940 
Orectolobus_hutchinsi,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_hutchinsi,Orectolobus hutchinsi,,112,149,24,0.00389,3.12,Shelf,Coastal and Continental,1,106,53.5,105,-36.30015447,-23.05212138,13.2480331,222315,10,NA,0.117,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,10,23.5,28.57057859,LC,molecular,"Last, Chidlow & Compagno 2006 "
Orectolobus_japonicus,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_japonicus,Orectolobus japonicus,,103.5,118,22,0.00389,3.12,Shelf,Coastal and Continental,1,200,100.5,199,5.406306941,40.95294571,35.54663877,3002510,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,12,23.5,28.55797597,THR,molecular,Regan 1906 
Orectolobus_maculatus,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,molecular,Bonnaterre 1788 
Orectolobus_ornatus,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_ornatus,Orectolobus ornatus,,80,110,20,0.00389,3.12,Shelf,Coastal and Continental,1,100,50.5,99,-34.39234957,-14.60893297,19.7834166,360279,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,9,36.09616455,LC,molecular,De Vis 1883 
Orectolobus_parvimaculatus,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_parvimaculatus,Orectolobus parvimaculatus,,87.6,94,20,0.00389,3.12,Shelf,Coastal and Continental,9,135,72,126,-33.08499913,-26.79469904,6.290300087,85398,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,NA,28.55763013,LC,molecular,Last & Chidlow 2008 
Sutorectus_tentaculatus,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Sutorectus,Sutorectus_tentaculatus,Sutorectus tentaculatus,,62.5,92,22,0.00389,3.12,Shelf,Coastal and Continental,1,100,50.5,99,-36.09026672,-26.76593052,9.324336198,449214,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,12,31.12057305,LC,molecular,Peters 1864 
Parascyllium_collare,sharks,Galeomorphs,Orectolobiformes,Parascyllidae,Parascyllium,Parascyllium_collare,Parascyllium collare,,NA,87,NA,0.00355,3.14,Shelf,Coastal and Continental,20,160,90,140,-37.66506482,-25.75041693,11.9146479,132278,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,45.89394507,LC,molecular,Ramsay & Ogilby 1888 
Rhincodon_typus,sharks,Galeomorphs,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon_typus,Rhincodon typus,,900,2100,60,0.00425,3,Pelagic,Pelagic,1,700,350.5,699,-40.29546441,44.46363559,84.7591,171347008,27.4,40,0.026,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,NA,150,54.19308747,VU,molecular,Smith 1828 
Stegostoma_fasciatum,sharks,Galeomorphs,Orectolobiformes,Stegostomatidae,Stegostoma,Stegostoma_fasciatum,Stegostoma fasciatum,,170,235,28,0.00389,3.12,Shelf,Coastal and Continental,1,62,31.5,61,-35.31058855,34.79100037,70.10158892,10512600,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,53.81874431,VU,molecular,Hermann 1783 
Chlamydoselachus_anguineus,sharks,Squalimorphs,Hexanchiformes,Chlamydoselachidae,Chlamydoselachus,Chlamydoselachus_anguineus,Chlamydoselachus anguineus,,145,196,55,0.00389,3.12,Deep,Deepwater,100,1500,800,1400,-47.72764002,72.93714837,120.6647884,3293580,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,39,9,93.58096086,NT,molecular,Garman 1884 
Heptranchias_perlo,sharks,Squalimorphs,Hexanchiformes,Hexanchidae,Heptranchias,Heptranchias_perlo,Heptranchias perlo,,67.5,140,25,0.00389,3.12,Deep,Deepwater,1,1000,500.5,999,-46.97214247,49.42416729,96.39630977,15220000,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,15,78.63018005,NT,molecular,Bonnaterre 1788 
Hexanchus_griseus,sharks,Squalimorphs,Hexanchiformes,Hexanchidae,Hexanchus,Hexanchus_griseus,Hexanchus griseus,,421,600,70,0.0135,3,Deep,Deepwater,500,1875,1187.5,1375,-53.66155624,68.55149841,122.2130547,12420900,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,65,57.7461178,NT,molecular,Bonnaterre 1788 
Notorynchus_cepedianus,sharks,Squalimorphs,Hexanchiformes,Hexanchidae,Notorynchus,Notorynchus_cepedianus,Notorynchus cepedianus,,231,291,40,0.0068,3,Shelf,Coastal and Continental,1,136,68.5,135,-57.61562783,56.79211426,114.4077421,5976450,16,28.5,0.291,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,12,88.5,105.6322311,THR,molecular,P_ron 1807 
Pliotrema_warreni,sharks,Squalimorphs,Pristiophoriformes,Pristiophoridae,Pliotrema,Pliotrema_warreni,Pliotrema warreni,,110,136,36,0.00389,3.12,Deep,Deepwater,37,500,268.5,463,-37.60455206,-23.44945206,14.1551,303784,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,6,97.24408642,NT,molecular,Regan 1906 
Pristiophorus_cirratus,sharks,Squalimorphs,Pristiophoriformes,Pristiophoridae,Pristiophorus,Pristiophorus_cirratus,Pristiophorus cirratus,,110,149,35,0.00389,3.12,Shelf,Deepwater,40,310,175,270,-45.33083212,-28.80450913,16.52632299,1076700,NA,15,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,12,12,51.83809578,LC,molecular,Latham 1794 
Pristiophorus_japonicus,sharks,Squalimorphs,Pristiophoriformes,Pristiophoridae,Pristiophorus,Pristiophorus_japonicus,Pristiophorus japonicus,,103,153,30,0.00389,3.12,Deep,Deepwater,50,800,425,750,22.80708844,42.60326277,19.79617433,1469290,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,12,56.03407791,notTHR,molecular,GÙnther 1870 
Pristiophorus_nudipinnis,sharks,Squalimorphs,Pristiophoriformes,Pristiophoridae,Pristiophorus,Pristiophorus_nudipinnis,Pristiophorus nudipinnis,,NA,124,35,0.00389,3.12,Shelf,Coastal and Continental,1,165,83,164,-44.89878191,-31.46841621,13.4303657,548117,NA,9,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,NA,11,51.50152774,LC,molecular,GÙnther 1870 
Centrophorus_atromarginatus,sharks,Squalimorphs,Squaliformes,Centrophoridae,Centrophorus,Centrophorus_atromarginatus,Centrophorus atromarginatus,,73.5,94,39,0.00257,3.17,Deep,Deepwater,150,450,300,300,-9.60891807,35.68694306,45.29586113,376064,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,NA,49.69461913,notTHR,molecular,Garman 1913 
Centrophorus_granulosus,sharks,Squalimorphs,Squaliformes,Centrophoridae,Centrophorus,Centrophorus_granulosus,,,90,128,34,0.0032,3.14,Deep,Deepwater,100,1200,NA,NA,NA,NA,NA,NA,12.2,25,0.134,live-bearing,lecithotroph,lecithotrophic_lb,Mucoid Histotrophy,2,NA,1,56.1813479,NA,molecular,Bloch & Schneider 1801 
Centrophorus_harrissoni,sharks,Squalimorphs,Squaliformes,Centrophoridae,Centrophorus,Centrophorus_harrissoni,Centrophorus harrissoni,,99,112,35,0.00257,3.17,Deep,Deepwater,220,1050,635,830,-45.30381914,-24.67081006,20.63300908,252931,23,40,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,NA,2,39.1087277,EN,molecular,McCulloch 1915 
Centrophorus_isodon,sharks,Squalimorphs,Squaliformes,Centrophoridae,Centrophorus,Centrophorus_isodon,Centrophorus isodon,,78,93,35.2,0.00257,3.17,Deep,Deepwater,760,770,765,10,-10.02933353,26.5328692,36.56220273,862569,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,NA,39.16494884,notTHR,molecular,"Chu, Meng & Liu 1981 "
Centrophorus_moluccensis,sharks,Squalimorphs,Squaliformes,Centrophoridae,Centrophorus,Centrophorus_moluccensis,Centrophorus moluccensis,,85,100,34,0.00257,3.17,Deep,Deepwater,125,820,472.5,695,-38.41848724,34.64726459,73.06575183,2294600,20,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,NA,2,49.22507343,notTHR,molecular,Bleeker 1860 
Centrophorus_squamosus,sharks,Squalimorphs,Squaliformes,Centrophoridae,Centrophorus,Centrophorus_squamosus,Centrophorus squamosus,,126.3,145,42,0.00184,3.18,Deep,Deepwater,230,4000,2115,3770,-47.29317173,65.60251687,112.8956886,4223530,44,70,0.025,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,2,NA,8.1,56.05516106,VU,molecular,Bonnaterre 1788 
Centrophorus_zeehaani,sharks,Squalimorphs,Squaliformes,Centrophoridae,Centrophorus,Centrophorus_zeehaani,,,NA,NA,NA,0.00257,3.17,Deep,Deepwater,208,701,454.5,493,NA,NA,NA,NA,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,NA,49.81317967,notTHR,molecular,"White, Ebert & Compagno 2008 "
Deania_calcea,sharks,Squalimorphs,Squaliformes,Centrophoridae,Deania,Deania_calcea,Deania calcea,,105,119,30,0.0012,3.26,Deep,Deepwater,70,1450,760,1380,-48.16496797,64.62433952,112.7893075,5166630,25,35,0.077,live-bearing,lecithotroph,lecithotrophic_lb,Mucoid Histotrophy,4,NA,13,43.86739318,LC,molecular,Lowe 1839 
Deania_hystricosa,sharks,Squalimorphs,Squaliformes,Centrophoridae,Deania,Deania_hystricosa,Deania hystricosa,,99,111,NA,0.0014,3.2275,Deep,Deepwater,471,1900,1185.5,1429,-31.43486845,35.68694306,67.1218115,404535,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,12,43.86739318,notTHR,molecular,Garman 1906 
Deania_profundorum,sharks,Squalimorphs,Squaliformes,Centrophoridae,Deania,Deania_profundorum,Deania profundorum,,75,104,31,0.00161,3.205,Deep,Deepwater,275,1785,1030,1510,-30.43572322,34.88406504,65.31978826,1166760,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,6,48.30474347,LC,molecular,Smith & Radcliffe 1912 
Deania_quadrispinosa,sharks,Squalimorphs,Squaliformes,Centrophoridae,Deania,Deania_quadrispinosa,Deania quadrispinosa,,92.5,118,25,0.0014,3.2275,Deep,Deepwater,150,1360,755,1210,-44.89878191,-17.70561688,27.19316503,1715050,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,NA,10,48.30474347,NT,molecular,McCulloch 1915 
Dalatias_licha,sharks,Squalimorphs,Squaliformes,Dalatiidae,Dalatias,Dalatias_licha,Dalatias licha,,120,182,35,0.00181,3.24,Deep,Deepwater,37,1800,918.5,1763,-47.66423177,60.25856299,107.9227948,6896730,6.8,18.4,0.198,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,24,13,67.50439062,NT,molecular,Bonnaterre 1788 
Euprotomicrus_bispinatus,sharks,Squalimorphs,Squaliformes,Dalatiidae,Euprotomicrus,Euprotomicrus_bispinatus,Euprotomicrus bispinatus,,22.5,26.5,6,0.00363,3.12,Pelagic,Deep pelagic,1,1800,900.5,1799,-59.62802491,38.61781007,98.24583498,230220992,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,8,51.8404471,LC,molecular,Quoy & Gaimard 1824 
Isistius_brasiliensis,sharks,Squalimorphs,Squaliformes,Dalatiidae,Isistius,Isistius_brasiliensis,Isistius brasiliensis,,40,50,NA,0.00363,3.12,Pelagic,Deep pelagic,1,3700,1850.5,3699,-32.90235305,34.40543623,67.30778928,2127110,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,9,47.18600464,LC,molecular,Quoy & Gaimard 1824 
Squaliolus_aliae,sharks,Squalimorphs,Squaliformes,Dalatiidae,Squaliolus,Squaliolus_aliae,Squaliolus aliae,,15,22,NA,0.00363,3.12,Deep,Deep pelagic,1,2000,1000.5,1999,-34.70158166,35.10455704,69.80613869,2522520,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,NA,51.88402595,LC,molecular,Teng 1959 
Squaliolus_laticaudus,sharks,Squalimorphs,Squaliformes,Dalatiidae,Squaliolus,Squaliolus_laticaudus,Squaliolus laticaudus,,18.5,28,9,0.00181,3.24,Deep,Deep pelagic,10,1800,905,1790,-39.67787579,48.54718442,88.2250602,1046140,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,4,61.20839521,LC,molecular,Smith & Radcliffe 1912 
Echinorhinus_brucus,sharks,Squalimorphs,Squaliformes,Echinorhinidae,Echinorhinus,Echinorhinus_brucus,Echinorhinus brucus,,200,310,60,0.00389,3.12,Deep,Deepwater,400,900,650,500,-45.76297378,60.58541489,106.3483887,9208020,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,20,71.94367722,notTHR,molecular,Bonnaterre 1788 
Echinorhinus_cookei,sharks,Squalimorphs,Squaliformes,Echinorhinidae,Echinorhinus,Echinorhinus_cookei,Echinorhinus cookei,,275,400,42.5,0.00389,3.12,Deep,Deepwater,10,1500,755,1490,-45.80646338,39.70972197,85.51618535,1884520,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,72,71.94367722,NT,molecular,Pietschmann 1928 
Aculeola_nigra,sharks,Squalimorphs,Squaliformes,Etmopteridae,Aculeola,Aculeola_nigra,Aculeola nigra,,53,60,14,0.0029,3.11,Deep,Deepwater,110,735,422.5,625,-31.40264578,-5.964765834,25.43787994,403977,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,10,40.43686462,notTHR,molecular,de Buen 1959 
Centroscyllium_fabricii,sharks,Squalimorphs,Squaliformes,Etmopteridae,Centroscyllium,Centroscyllium_fabricii,Centroscyllium fabricii,,60,100,15,9.00E-04,3.42,Deep,Deepwater,180,2250,1215,2070,-36.70045206,72.96695308,109.6674051,3473380,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,NA,NA,16.4,22.70218826,LC,molecular,Reinhardt 1825 
